,dU11,dU12,dU21,dU22
0,-0.5,0.0,0.0,-0.5
1,-0.9999999999999999,-2.25,2.25,-0.9999999999999999
2,1.209708691207961,-0.9722718241315027,2.2097086912079607,-0.027728175868497074
3,-1.9722718241315027,-2.209708691207961,0.9722718241315029,-3.2097086912079607
4,-1.693613721161725,-1.6745316526767071,1.6745316526767071,-1.693613721161725
5,2.291320834571459,-1.3633097278006323,1.3633097278006323,2.291320834571459
6,-3.482926243624083,-0.3587657178422718,1.0284617244811791,-1.8661370617293314
7,-0.6412342821577283,-2.482926243624083,0.8661370617293314,0.028461724481178896
8,-2.1340329804662352,-0.31092520071320495,0.22557318483114872,-2.5631265406426484
9,-0.4330187516406271,-3.2795007813483017,2.8504072211718885,-0.3476667357585709
