dU11,dU12,dU21,dU22
-0.5,0.0,0.0,-0.5
-0.9999999999999999,-2.25,2.25,-0.9999999999999999
1.209708691207961,-0.9722718241315027,2.2097086912079607,-0.027728175868497074
-1.9722718241315027,-2.209708691207961,0.9722718241315029,-3.2097086912079607
-1.693613721161725,-1.6745316526767071,1.6745316526767071,-1.693613721161725
2.291320834571459,-1.3633097278006323,1.3633097278006323,2.291320834571459
-3.482926243624083,-0.3587657178422718,1.0284617244811791,-1.8661370617293314
-0.6412342821577283,-2.482926243624083,0.8661370617293314,0.028461724481178896
-2.1340329804662352,-0.31092520071320495,0.22557318483114872,-2.5631265406426484
-0.4330187516406271,-3.2795007813483017,2.8504072211718885,-0.3476667357585709
-3.10074994360537,-0.5976187838424546,3.143994471519,-1.3993161049828389
0.6889226499895451,-1.371564012767143,1.128502035821067,1.0526906053719087
-0.11455994112500889,-0.9613867392248179,1.3251546946071815,-0.3576219180710849
-3.780226516136636,-1.614625989713219,1.8576879666592947,-3.4164585607542723
1.4213136609954753,-0.3962772165952605,0.4816292324773166,0.9922201008190619
-1.1402211689490922,-3.708594341524715,0.7049394202898218,-1.7376852801234848
-0.9188295556645825,-2.1303173055326714,0.824137351775413,-0.790182058982034
-3.5657106234517575,-0.38134793659469757,0.252700439912149,-4.871890577209015
1.6693017217682011,-0.8029040002696138,2.1906393093775884,-0.021658644962786022
-2.0804510620912087,-2.331109648422004,1.3165334283834116,-2.9130922475559933
-2.887862706495697,-0.39037542268402947,1.0090836397681517,-1.7303410470384815
0.8340279292136477,-2.2737032596481024,3.4312249191053183,0.2153197121295256
-1.8753897298454874,-1.6297890092939182,2.8857731999424425,-1.494391090949006
0.2111276124110768,-1.0023892761443152,0.36739154465017887,2.3044345968252835
-1.1026116937825088,-1.0418340107349562,1.0418340107349562,-1.1026116937825088
1.783407282411301,-0.2741416893592398,0.2741416893592398,1.783407282411301
-3.8383977584413,-1.2192245930020063,2.3294128402883856,-2.48562946505651
